job_type,model,dataset_size,batch_size,epochs,worker_cpu,worker_gpu,worker_mem,runtime
evaluation,bert-large,894,32,2,8,1,65536,1.421881514
preprocessing,polynomial_regression,13589,128,2,8,2,32768,5.569253139
training,bert-base,43227,16,5,8,1,32768,1122.334732
evaluation,vgg19,4073,32,4,8,3,16384,5.20479326
evaluation,k-nearest_neighbors (k-nn),17306,64,5,8,1,32768,4.715138697
feature_extraction,polynomial_regression,2995,16,1,16,1,32768,6.988458633
inference,resnet50,38208,16,2,16,1,16384,156.6675365
training,bert-base,97975,16,2,16,2,8192,741.1122724
evaluation,polynomial_regression,63839,32,1,16,4,16384,29.72885822
evaluation,lstm,21197,16,2,8,2,32768,100.0792345
feature_extraction,efficientnet,13225,32,2,16,1,32768,12.25268568
feature_extraction,lightgbm,83144,32,1,4,1,65536,72.24010403
evaluation,support_vector_machine (svm),31176,64,2,16,4,16384,3.95285514
training,gpt2-medium,41809,16,2,16,2,65536,269.1544834
feature_extraction,k-nearest_neighbors (k-nn),3401,64,1,8,1,65536,0.610030201
inference,gru,52276,128,5,4,1,65536,4.834346399
feature_extraction,principal_component_analysis (pca),6573,16,1,8,1,8192,22.13046
evaluation,mobilenet,27359,32,4,8,2,16384,29.37635256
preprocessing,catboost,9412,32,5,8,1,8192,7.897186846
evaluation,gru,119792,64,5,16,1,65536,32.5729974
inference,principal_component_analysis (pca),57896,16,4,8,3,16384,143.1033275
feature_extraction,principal_component_analysis (pca),32263,64,4,16,1,32768,4.863565501
feature_extraction,k-means,35250,16,4,8,3,16384,78.24164689
evaluation,k-means,11168,32,2,8,2,32768,9.052164018
evaluation,bert-large,12292,16,3,8,2,16384,71.54635647
training,xgboost,8871,64,1,16,3,16384,1.21350183
preprocessing,vgg19,20247,32,4,16,2,65536,10.66726685
feature_extraction,principal_component_analysis (pca),38381,64,5,32,2,32768,4.057748133
training,k-means,29896,32,1,8,1,16384,27.53387377
training,vit-base,52943,16,2,4,1,16384,690.0608563
evaluation,vgg19,12608,32,3,16,3,65536,10.82447562
inference,bert-large,21669,16,1,4,3,32768,87.58832089
preprocessing,random_forest,7430,32,2,32,1,65536,3.200155264
feature_extraction,yolo,23487,32,3,4,3,16384,22.66925238
training,k-nearest_neighbors (k-nn),9364,16,5,32,4,65536,50.37761742
inference,bert-large,141430,16,5,8,3,16384,526.3836319
feature_extraction,gru,9629,128,2,8,1,8192,0.703120116
inference,support_vector_machine (svm),69112,16,3,8,3,32768,148.2408451
training,vgg19,6885,16,2,16,1,8192,69.38428016
training,resnet50,46483,16,1,32,2,16384,136.3849805
inference,k-means,13830,32,2,8,1,16384,12.03276636
training,efficientnet,13334,64,3,8,1,65536,12.64689705
feature_extraction,k-means,4699,16,2,8,3,32768,8.478036105
inference,vgg16,25998,16,1,8,1,16384,145.8067915
feature_extraction,naive_bayes,92145,32,1,16,1,32768,51.64318701
inference,vgg19,43811,16,1,8,3,16384,154.3575138
training,mobilenet,8708,64,5,8,1,65536,10.4627755
training,gpt2-medium,8859,64,2,8,3,16384,4.477039111
evaluation,mobilenet,44155,16,1,16,1,65536,175.8669892
inference,polynomial_regression,152044,32,5,16,1,8192,122.1581465
feature_extraction,logistic_regression,8072,16,3,4,4,32768,15.38270207
training,vgg19,8877,32,5,16,2,65536,35.98731533
evaluation,lstm,16707,32,5,16,1,8192,23.8161669
evaluation,logistic_regression,43343,16,1,16,1,8192,172.5754469
preprocessing,bert-base,11158,64,4,16,2,32768,6.033267843
inference,principal_component_analysis (pca),40147,32,5,32,2,16384,19.20994999
feature_extraction,mobilenet,18295,64,2,8,2,32768,3.189903349
feature_extraction,xgboost,8341,32,4,8,4,8192,5.044682963
evaluation,mobilenet,24302,32,2,16,1,16384,27.05628506
inference,mobilenet,15324,32,5,16,1,65536,12.38113808
preprocessing,principal_component_analysis (pca),13322,16,2,8,2,32768,5.218718007
inference,vgg19,19188,16,3,16,1,16384,86.31833189
inference,xgboost,16619,16,1,8,1,65536,60.4018745
inference,bert-base,58930,64,1,8,1,8192,20.63767905
evaluation,mobilenet,22048,32,3,32,3,32768,14.00509132
feature_extraction,resnet101,14568,16,5,32,4,32768,25.20521889
feature_extraction,lightgbm,67284,64,1,16,2,32768,8.462127802
evaluation,naive_bayes,8937,32,5,8,2,65536,6.45466759
preprocessing,linear_regression,18321,64,4,16,4,32768,3.878455254
evaluation,vgg16,39637,32,5,32,1,65536,41.30117685
training,gpt2,52604,32,5,8,1,16384,352.5420148
feature_extraction,resnet101,67861,16,3,8,1,32768,262.3558925
evaluation,bert-base,21771,32,5,16,1,65536,27.24547738
feature_extraction,linear_regression,70758,16,1,16,3,16384,126.9831513
preprocessing,gpt2,98475,32,2,8,1,65536,74.49418434
inference,bert-large,29288,32,5,8,1,8192,43.44368023
training,support_vector_machine (svm),9049,32,3,8,1,16384,25.09727636
inference,support_vector_machine (svm),25532,16,1,8,2,32768,64.84237846
preprocessing,yolo,9574,16,5,32,4,65536,2.833159874
evaluation,principal_component_analysis (pca),15971,16,5,8,1,65536,59.5991332
evaluation,efficientnet,7057,128,2,8,2,32768,0.510433989
feature_extraction,k-means,34533,32,4,16,1,65536,19.61966859
evaluation,polynomial_regression,9663,64,5,8,3,65536,1.471477847
feature_extraction,vgg19,13642,64,2,8,1,32768,3.802846523
inference,random_forest,31033,128,3,16,1,32768,1.418136519
evaluation,vit-base,135546,16,1,8,1,32768,814.948527
evaluation,vgg16,49387,64,1,32,2,65536,9.629356743
evaluation,efficientnet,24296,16,3,4,1,16384,219.0947331
feature_extraction,support_vector_machine (svm),84973,16,2,16,2,32768,165.5908315
evaluation,vgg19,21648,16,5,16,4,8192,75.17054477
feature_extraction,lstm,31440,16,1,8,3,16384,101.6479493
evaluation,support_vector_machine (svm),7076,64,5,8,3,32768,1.165104184
feature_extraction,polynomial_regression,25211,32,1,32,3,16384,9.933161058
inference,mobilenet,22214,16,4,8,1,32768,88.97801129
feature_extraction,resnet50,84189,64,1,8,3,65536,13.5352314
inference,logistic_regression,103874,128,1,32,3,16384,2.965634272
feature_extraction,gru,46264,32,1,16,3,16384,29.84932075
feature_extraction,vgg16,4750,128,2,32,2,32768,0.191397948
preprocessing,lightgbm,9222,64,2,16,3,16384,3.531011576
inference,bert-large,14119,128,1,8,2,16384,0.973672611
evaluation,bert-large,29487,64,1,8,1,32768,10.9818775
feature_extraction,gpt2-medium,13454,16,1,8,4,32768,29.15881282
feature_extraction,resnet101,11707,16,3,16,2,32768,32.14430972
preprocessing,k-means,4135,128,4,32,2,32768,1.207543329
evaluation,vit-base,23342,32,5,16,1,16384,33.81137337
feature_extraction,vgg16,161537,64,4,8,4,65536,22.88650867
preprocessing,lstm,16950,32,5,16,1,16384,12.76607428
training,resnet101,65288,64,3,16,4,16384,28.32360904
preprocessing,yolo,109111,32,4,16,2,32768,58.34087802
inference,resnet50,137033,64,2,32,2,8192,28.69864894
feature_extraction,mobilenet,15422,16,5,8,3,65536,31.31657437
evaluation,support_vector_machine (svm),41460,16,1,4,2,32768,164.3795082
preprocessing,vgg19,42451,32,2,16,3,32768,19.54637694
inference,xgboost,62161,16,1,8,1,16384,259.8806959
preprocessing,gpt2-medium,68278,64,1,8,2,32768,46.2640638
evaluation,gru,28519,16,3,4,2,32768,182.3748898
training,resnet50,33073,32,3,8,2,32768,108.7321031
preprocessing,support_vector_machine (svm),40343,16,5,16,4,16384,9.400712844
preprocessing,naive_bayes,5253,32,5,16,4,16384,1.45322854
training,yolo,23264,16,3,8,1,16384,359.0524881
inference,logistic_regression,2734,32,5,16,2,16384,1.574446337
preprocessing,vgg19,70234,32,1,8,1,32768,59.46750738
inference,lightgbm,5482,16,1,8,2,65536,16.25461926
inference,bert-base,17257,16,4,16,3,16384,50.58991871
inference,lstm,46030,16,5,16,2,16384,167.3690967
feature_extraction,efficientnet,10800,64,4,16,3,16384,1.748633991
feature_extraction,lightgbm,34680,16,4,16,2,16384,86.91539009
feature_extraction,vgg16,4070,16,5,32,2,16384,11.08058555
feature_extraction,gpt2,69837,32,4,16,3,32768,38.0461222
inference,gpt2-medium,6808,64,1,16,2,16384,1.553941445
evaluation,principal_component_analysis (pca),7970,128,5,16,2,65536,0.299868988
preprocessing,bert-base,15005,64,2,16,1,16384,11.78188693
feature_extraction,logistic_regression,27064,16,3,16,3,32768,40.0993435
evaluation,vgg16,36916,16,5,16,1,16384,224.5557508
training,gpt2,20223,32,1,16,1,16384,23.8325696
training,support_vector_machine (svm),7691,64,5,16,1,32768,6.365623098
preprocessing,resnet101,25336,16,1,16,1,16384,18.77693045
inference,catboost,48324,32,1,16,2,32768,29.9807953
preprocessing,random_forest,13004,16,1,8,3,32768,5.91852224
inference,gru,15806,16,4,8,1,65536,78.25267647
feature_extraction,polynomial_regression,4583,16,3,16,3,32768,6.846087442
training,yolo,4570,128,2,16,4,32768,0.287529721
inference,k-nearest_neighbors (k-nn),86192,32,2,16,3,16384,39.31813096
evaluation,principal_component_analysis (pca),4004,16,2,8,3,65536,10.04944653
training,logistic_regression,9387,64,5,8,2,16384,8.33515101
feature_extraction,lightgbm,31219,64,4,8,3,65536,4.411229631
feature_extraction,polynomial_regression,140963,16,5,4,3,65536,318.0544841
evaluation,efficientnet,22740,32,4,32,2,16384,20.45841762
inference,resnet101,13056,64,4,16,3,16384,2.305972478
preprocessing,support_vector_machine (svm),4457,16,2,16,2,16384,1.827243694
preprocessing,gpt2-medium,15992,32,3,16,1,16384,10.68120952
feature_extraction,bert-base,61767,16,5,8,2,32768,223.6129739
training,lightgbm,52891,64,1,4,3,16384,11.62208708
inference,bert-base,77122,16,2,8,2,32768,311.9058192
inference,vit-base,35879,128,2,32,3,32768,1.361557622
evaluation,random_forest,18982,32,1,16,1,16384,19.51662938
feature_extraction,gru,19027,16,4,16,1,16384,75.44485278
preprocessing,resnet50,18745,128,1,4,1,8192,23.15341348
inference,vgg16,4819,64,3,8,1,65536,1.343740714
feature_extraction,k-nearest_neighbors (k-nn),8778,64,4,4,3,32768,1.330743884
inference,logistic_regression,39225,16,5,8,3,16384,95.66591066
evaluation,principal_component_analysis (pca),80844,32,1,4,2,32768,80.04824648
evaluation,k-means,22564,16,5,32,2,32768,58.41332924
training,vit-base,105847,128,2,16,3,65536,8.767356983
preprocessing,mobilenet,47492,16,1,8,1,8192,41.03927038
preprocessing,gru,109121,32,4,8,1,32768,86.26454048
evaluation,vit-base,12273,64,2,16,2,8192,3.482917661
training,lightgbm,63629,32,1,8,1,65536,57.808128
training,gru,23677,32,1,8,4,16384,16.01519136
evaluation,gpt2-medium,81664,128,2,16,3,32768,4.557768311
inference,mobilenet,65452,16,5,32,1,32768,194.5404147
evaluation,mobilenet,17570,16,2,8,1,32768,89.11551518
training,polynomial_regression,41757,16,2,8,4,8192,197.5842753
training,linear_regression,5750,16,4,8,1,16384,93.95343232
feature_extraction,lightgbm,55766,16,1,16,1,16384,155.6942367
inference,vgg19,5498,16,4,16,1,32768,24.4267298
training,vgg19,10595,16,2,16,1,65536,83.52599786
inference,polynomial_regression,6496,64,5,16,4,32768,0.570157564
training,linear_regression,3469,32,2,8,2,32768,4.281584677
feature_extraction,support_vector_machine (svm),98396,32,4,16,1,32768,52.22107963
feature_extraction,gpt2,60222,32,5,16,1,32768,51.09951602
inference,gpt2-medium,90815,16,2,8,2,32768,404.1168205
evaluation,bert-large,29833,32,2,4,1,65536,50.45560009
preprocessing,catboost,6810,32,3,8,4,32768,2.243667013
feature_extraction,lstm,106233,16,5,8,1,16384,513.1302291
evaluation,principal_component_analysis (pca),22467,128,1,8,1,65536,1.387146374
feature_extraction,k-means,70898,64,4,8,1,32768,13.57975169
inference,bert-base,51368,64,2,8,1,32768,16.69589204
evaluation,k-nearest_neighbors (k-nn),10684,16,4,16,1,16384,36.6558887
evaluation,gpt2-medium,36235,32,5,16,3,16384,30.98721241
preprocessing,catboost,50593,32,1,8,2,8192,33.71227358
feature_extraction,efficientnet,25090,16,1,8,1,32768,112.1890139
inference,vgg19,40989,32,5,8,3,32768,33.34557939
inference,vit-base,34049,16,5,8,2,65536,117.5583186
inference,naive_bayes,10335,32,4,16,1,65536,6.089189537
inference,linear_regression,50390,32,1,8,4,16384,23.26835575
training,lstm,86754,64,5,16,2,65536,83.54764661
evaluation,xgboost,14311,128,5,32,2,16384,0.72974235
preprocessing,gpt2-medium,21970,64,2,8,4,16384,10.93226479
preprocessing,resnet101,13509,16,1,8,1,32768,10.58000132
feature_extraction,logistic_regression,45179,16,1,8,3,32768,92.98202376
preprocessing,polynomial_regression,7605,16,4,16,1,65536,3.161887825
training,vgg16,3434,64,4,32,3,32768,1.876961257
evaluation,logistic_regression,68833,128,1,16,1,32768,3.546320651
inference,bert-large,13000,32,1,16,2,65536,9.344339327
inference,k-nearest_neighbors (k-nn),19228,128,4,8,1,8192,1.193887348
evaluation,random_forest,86229,32,2,8,1,32768,116.6053052
preprocessing,polynomial_regression,23021,32,2,8,3,16384,8.593700143
evaluation,k-nearest_neighbors (k-nn),9428,32,3,8,3,32768,6.881115064
inference,bert-base,11486,16,3,16,2,16384,42.6555654
training,k-nearest_neighbors (k-nn),29189,32,5,4,1,65536,129.9823657
preprocessing,gpt2,9206,16,5,8,1,16384,8.92199231
evaluation,xgboost,12633,32,2,8,3,65536,10.32784769
feature_extraction,random_forest,19649,32,3,16,1,65536,11.28721764
training,lightgbm,2214,64,1,16,3,16384,0.35105416
feature_extraction,resnet101,99491,16,2,8,1,16384,480.5449441
feature_extraction,random_forest,22165,16,4,16,4,32768,28.73662671
evaluation,catboost,13698,64,1,8,4,16384,2.816183669
feature_extraction,vgg19,17636,16,5,32,3,16384,35.25930049
inference,lightgbm,17712,16,3,8,2,16384,64.13360305
training,resnet50,3626,64,2,8,4,16384,1.433080314
feature_extraction,resnet101,1790,128,1,8,1,32768,0.119292581
preprocessing,polynomial_regression,12192,16,2,8,2,16384,5.942882107
preprocessing,resnet50,36652,32,5,16,1,16384,27.26603776
preprocessing,gpt2-medium,8817,128,2,32,3,32768,3.277662396
inference,bert-base,5964,64,5,4,3,32768,1.503574049
training,mobilenet,35546,64,5,4,2,32768,44.51829763
feature_extraction,resnet101,24703,32,3,16,4,32768,11.95462383
inference,vgg19,5337,64,2,8,1,32768,1.615055404
feature_extraction,support_vector_machine (svm),3193,32,3,8,2,32768,1.908138215
evaluation,k-nearest_neighbors (k-nn),53634,32,2,16,1,16384,53.95417137
feature_extraction,resnet50,17728,64,2,16,1,65536,3.499666576
feature_extraction,vgg16,111564,16,1,16,2,16384,332.8297767
inference,support_vector_machine (svm),18143,32,2,16,2,32768,10.06350998
training,gpt2-medium,73811,32,3,8,1,32768,283.5074669
inference,k-nearest_neighbors (k-nn),13969,16,1,8,4,32768,27.17961121
preprocessing,random_forest,30149,32,4,32,1,8192,15.87274388
inference,lightgbm,8017,64,2,4,1,16384,2.598478409
inference,linear_regression,66808,64,1,4,1,16384,20.07225121
evaluation,polynomial_regression,6597,64,1,16,3,16384,0.955723476
preprocessing,yolo,135586,32,4,32,3,65536,47.32742742
training,lightgbm,15721,64,1,16,3,65536,2.041483933
training,support_vector_machine (svm),32174,64,5,8,2,65536,24.82664999
preprocessing,gpt2,20054,32,1,16,3,65536,7.834038099
training,vgg16,16491,16,5,16,4,65536,184.6292758
feature_extraction,principal_component_analysis (pca),22492,64,3,16,2,65536,2.458843084
training,vgg19,47208,32,2,8,3,32768,74.23752591
training,random_forest,32278,16,1,8,3,65536,79.74901118
preprocessing,logistic_regression,193640,32,3,32,3,65536,43.60060195
inference,gpt2,10046,32,1,16,1,32768,10.81864619
evaluation,vgg16,11571,32,1,8,4,16384,10.54671328
preprocessing,bert-base,5352,32,3,16,3,32768,2.32650221
training,xgboost,262614,16,5,8,4,32768,2662.728174
preprocessing,xgboost,12590,16,1,16,2,32768,5.172325245
inference,support_vector_machine (svm),7591,16,1,16,3,32768,12.54755822
training,resnet101,11308,16,3,16,2,32768,105.4148408
feature_extraction,mobilenet,16716,32,4,8,1,32768,13.79820427
preprocessing,lightgbm,17732,32,2,8,4,32768,6.01481192
inference,vgg16,42311,16,1,32,1,32768,161.5987374
inference,catboost,37617,128,1,4,4,16384,1.781279369
training,lstm,14318,32,3,4,1,32768,70.8048461
inference,gpt2-medium,23306,32,1,8,1,16384,31.91483091
evaluation,principal_component_analysis (pca),265999,16,1,8,3,16384,849.0455776
feature_extraction,efficientnet,11383,128,1,32,1,32768,0.495622591
feature_extraction,bert-base,21235,16,3,16,1,8192,93.16259681
evaluation,lightgbm,14925,32,2,4,3,32768,14.07178762
feature_extraction,k-means,8802,32,3,16,2,32768,4.331502587
feature_extraction,resnet101,41047,16,2,8,3,65536,113.0285845
evaluation,logistic_regression,164060,64,2,16,1,32768,36.71535822
training,catboost,275454,32,1,8,3,8192,246.1996124
inference,naive_bayes,86248,32,3,32,1,16384,59.00605027
inference,bert-large,37046,128,1,4,3,16384,2.456120831
preprocessing,bert-base,8220,64,1,16,2,32768,3.901623479
training,random_forest,59867,64,2,16,1,65536,24.504349
training,bert-base,28713,32,1,16,1,16384,31.27488979
evaluation,random_forest,9518,16,4,16,2,32768,32.38748667
training,polynomial_regression,21068,16,3,8,1,16384,254.5672878
feature_extraction,bert-base,9444,16,2,8,2,65536,30.8250584
preprocessing,support_vector_machine (svm),10214,16,2,8,2,32768,4.514041647
preprocessing,xgboost,147114,32,5,32,2,8192,67.64600593
feature_extraction,bert-base,14325,16,5,16,1,65536,46.87427543
feature_extraction,logistic_regression,46155,32,5,8,2,8192,33.43621584
inference,resnet50,12397,16,3,32,3,32768,32.03791414
training,yolo,7186,64,1,32,2,16384,1.484157869
feature_extraction,efficientnet,4713,64,3,8,1,32768,1.265203876
inference,lightgbm,9301,32,1,32,1,16384,7.122245093
inference,logistic_regression,7051,16,1,8,3,65536,15.42345911
evaluation,vit-base,6371,64,1,8,4,65536,1.179575651
feature_extraction,gpt2-medium,17983,32,2,16,1,16384,17.07699051
feature_extraction,efficientnet,124495,32,1,16,4,65536,51.24996787
evaluation,xgboost,13497,128,2,16,2,16384,0.77135199
preprocessing,gpt2-medium,40915,16,5,8,2,16384,31.600991
preprocessing,random_forest,23638,32,5,8,3,32768,10.23088954
training,bert-large,11107,32,1,32,3,32768,6.905678597
training,vgg19,29007,32,2,8,4,16384,41.67006115
preprocessing,naive_bayes,10045,16,2,8,1,65536,5.49943314
training,logistic_regression,7573,64,2,4,2,65536,3.144730591
feature_extraction,linear_regression,9468,16,4,16,1,32768,20.89094452
feature_extraction,logistic_regression,135964,32,5,32,3,65536,45.75648094
training,k-means,7541,128,5,32,1,16384,1.47842222
feature_extraction,vit-base,58834,16,5,16,4,32768,103.2720351
feature_extraction,k-nearest_neighbors (k-nn),985,32,4,8,2,65536,0.505771284
feature_extraction,resnet101,14016,64,5,8,1,32768,3.394705248
feature_extraction,linear_regression,11770,64,5,8,1,32768,2.199953038
evaluation,efficientnet,12212,16,1,32,2,16384,49.74792809
preprocessing,lstm,293616,16,5,8,1,16384,256.0956359
preprocessing,polynomial_regression,124937,16,2,4,2,16384,73.34014599
feature_extraction,k-means,11912,16,2,8,2,32768,25.03659713
evaluation,k-nearest_neighbors (k-nn),36420,32,2,16,1,65536,28.78692564
training,lstm,94706,32,3,8,2,32768,273.0090578
inference,support_vector_machine (svm),65388,32,2,4,2,65536,52.18586872
evaluation,principal_component_analysis (pca),6579,16,2,16,2,32768,19.05385911
preprocessing,bert-large,68638,16,2,8,2,16384,52.65329264
training,gru,22186,64,5,8,3,32768,24.58473679
